Time,ID,Event name,Description,Section
"6 February 2023, 11:19 AM", 166543 has,Quiz attempt viewed,The user with id '166543' has viewed page '8' of the attempt with id '2981521' belonging to the user with id '166543' for the quiz with course module id '2832340'.,
"6 February 2023, 11:18 AM", 166543 has,Quiz attempt viewed,The user with id '166543' has viewed page '7' of the attempt with id '2981521' belonging to the user with id '166543' for the quiz with course module id '2832340'.,
"6 February 2023, 11:18 AM", 166543 has,Quiz attempt viewed,The user with id '166543' has viewed page '6' of the attempt with id '2981521' belonging to the user with id '166543' for the quiz with course module id '2832340'.,
"6 February 2023, 11:18 AM", 166543 has,Quiz attempt viewed,The user with id '166543' has viewed page '5' of the attempt with id '2981521' belonging to the user with id '166543' for the quiz with course module id '2832340'.,
"6 February 2023, 11:18 AM", 166543 has,Quiz attempt viewed,The user with id '166543' has viewed page '4' of the attempt with id '2981521' belonging to the user with id '166543' for the quiz with course module id '2832340'.,
"6 February 2023, 11:18 AM", 166543 has,Quiz attempt viewed,The user with id '166543' has viewed page '3' of the attempt with id '2981521' belonging to the user with id '166543' for the quiz with course module id '2832340'.,
"6 February 2023, 11:18 AM", 166543 has,Quiz attempt viewed,The user with id '166543' has viewed page '2' of the attempt with id '2981521' belonging to the user with id '166543' for the quiz with course module id '2832340'.,
"6 February 2023, 11:17 AM", 166543 has,Quiz attempt viewed,The user with id '166543' has viewed page '1' of the attempt with id '2981521' belonging to the user with id '166543' for the quiz with course module id '2832340'.,
"6 February 2023, 11:17 AM", 166543 has,Quiz attempt viewed,The user with id '166543' has viewed page '1' of the attempt with id '2981521' belonging to the user with id '166543' for the quiz with course module id '2832340'.,
"6 February 2023, 11:17 AM",#VALUE!,Quiz attempt preview started,The user with id '166543' has had their attempt with id '2981521' previewed by the user with id '166543' for the quiz with course module id '2832340'.,
"6 February 2023, 11:17 AM",166543,Course module viewed,The user with id '166543' viewed the 'quiz' activity with course module id '2832340'.,
"6 February 2023, 11:16 AM",166543,Course module viewed,The user with id '166543' viewed the 'quiz' activity with course module id '2832340'.,
"6 February 2023, 11:16 AM",166543,Quiz edit page viewed,The user with id '166543' viewed the edit page for the quiz with course module id '2832340'.,
"6 February 2023, 11:16 AM",166543,Quiz edit page viewed,The user with id '166543' viewed the edit page for the quiz with course module id '2832340'.,
"6 February 2023, 11:15 AM",166543,Quiz edit page viewed,The user with id '166543' viewed the edit page for the quiz with course module id '2832340'.,
"6 February 2023, 11:15 AM",166543,Quiz edit page viewed,The user with id '166543' viewed the edit page for the quiz with course module id '2832340'.,
"6 February 2023, 11:14 AM",166543,Quiz edit page viewed,The user with id '166543' viewed the edit page for the quiz with course module id '2832340'.,
"6 February 2023, 11:14 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:14 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:14 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:14 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:13 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:13 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:13 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:13 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:13 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:12 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:12 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:12 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:12 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:12 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:11 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:11 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:11 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:11 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:11 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:10 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:10 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:10 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:10 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:10 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:09 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:09 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:09 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:08 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:07 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:07 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:07 AM",166543,Course module viewed,The user with id '166543' viewed the 'quiz' activity with course module id '2832340'.,
"6 February 2023, 11:06 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:06 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '379153'.,
"6 February 2023, 11:05 AM",166543,Quiz edit page viewed,The user with id '166543' viewed the edit page for the quiz with course module id '2832340'.,
"6 February 2023, 11:05 AM",166543,Quiz edit page viewed,The user with id '166543' viewed the edit page for the quiz with course module id '2832340'.,
"6 February 2023, 11:05 AM",166543,Quiz edit page viewed,The user with id '166543' viewed the edit page for the quiz with course module id '2832340'.,
"6 February 2023, 11:04 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:04 AM",166543,Question category viewed,The user with id '166543' viewed the question category with id '361051'.,
"6 February 2023, 11:04 AM",166543,Course module viewed,The user with id '166543' viewed the 'quiz' activity with course module id '2832340'.,
"6 February 2023, 11:02 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"6 February 2023, 11:02 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"6 February 2023, 11:01 AM",166543,Course viewed,The user with id '166543' viewed the section number '21' of the course with id '39000'.,21
"6 February 2023, 11:01 AM",166543,Course viewed,The user with id '166543' viewed the section number '21' of the course with id '39000'.,21
"6 February 2023, 11:01 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"6 February 2023, 11:01 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"6 February 2023, 11:00 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"6 February 2023, 11:00 AM",166543,Course viewed,The user with id '166543' viewed the section number '21' of the course with id '39000'.,21
"6 February 2023, 11:00 AM",166543,Course viewed,The user with id '166543' viewed the section number '21' of the course with id '39000'.,21
"6 February 2023, 10:59 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"6 February 2023, 10:59 AM",#VALUE!,Tour started,The user with id '166543' has started the tour with id '59' on the page with URL 'https://wattlecourses.anu.edu.au/course/view.php?id=39000#section-0'.,
"6 February 2023, 10:59 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"6 February 2023, 10:52 AM",#VALUE!,Tour started,The user with id '166543' has started the tour with id '59' on the page with URL 'https://wattlecourses.anu.edu.au/course/view.php?id=39000&notifyeditingon=1#section-21'.,
"6 February 2023, 10:52 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"6 February 2023, 10:50 AM",166543,Course viewed,The user with id '166543' viewed the section number '21' of the course with id '39000'.,21
"6 February 2023, 10:35 AM",166543,Course viewed,The user with id '166543' viewed the section number '3' of the course with id '39000'.,3
"6 February 2023, 10:34 AM",166543,Course viewed,The user with id '166543' viewed the section number '1' of the course with id '39000'.,1
"6 February 2023, 10:28 AM",166543,Course viewed,The user with id '166543' viewed the section number '28' of the course with id '39000'.,28
"6 February 2023, 10:28 AM",166543,Course viewed,The user with id '166543' viewed the section number '28' of the course with id '39000'.,28
"6 February 2023, 10:28 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"6 February 2023, 10:27 AM",#VALUE!,Tour started,The user with id '166543' has started the tour with id '63' on the page with URL 'https://wattlecourses.anu.edu.au/grade/report/grader/index.php?id=39000'.,
"6 February 2023, 10:27 AM",166543,Grader report viewed,The user with id '166543' viewed the grader report in the gradebook.,
"6 February 2023, 10:26 AM",166543,Course viewed,The user with id '166543' viewed the section number '28' of the course with id '39000'.,28
"6 February 2023, 10:26 AM",166543,Course viewed,The user with id '166543' viewed the section number '28' of the course with id '39000'.,28
"6 February 2023, 10:26 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"6 February 2023, 10:26 AM",166543,Course viewed,The user with id '166543' viewed the section number '28' of the course with id '39000'.,28
"6 February 2023, 10:25 AM",166543,Course viewed,The user with id '166543' viewed the section number '9' of the course with id '39000'.,9
"6 February 2023, 10:25 AM",166543,Course viewed,The user with id '166543' viewed the section number '3' of the course with id '39000'.,3
"6 February 2023, 10:25 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"6 February 2023, 10:24 AM",166543,Course viewed,The user with id '166543' viewed the section number '3' of the course with id '39000'.,3
"6 February 2023, 10:23 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"2 February 2023, 4:34 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 3:27 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 3:27 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 3:15 PM",166543,Course viewed,The user with id '166543' viewed the section number '1' of the course with id '39000'.,1
"31 January 2023, 3:15 PM",166543,Course viewed,The user with id '166543' viewed the section number '1' of the course with id '39000'.,1
"31 January 2023, 3:15 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 3:15 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 3:14 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 3:14 PM",166543,Course viewed,The user with id '166543' viewed the section number '1' of the course with id '39000'.,1
"31 January 2023, 3:14 PM",166543,Course viewed,The user with id '166543' viewed the section number '13' of the course with id '39000'.,13
"31 January 2023, 3:14 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 3:14 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 3:14 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 3:14 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:36 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:33 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:32 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:31 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:23 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:22 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:21 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:20 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:19 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:19 PM",166543,Course viewed,The user with id '166543' viewed the section number '13' of the course with id '39000'.,13
"31 January 2023, 2:19 PM",166543,Course viewed,The user with id '166543' viewed the section number '4' of the course with id '39000'.,4
"31 January 2023, 2:19 PM",166543,Course viewed,The user with id '166543' viewed the section number '6' of the course with id '39000'.,6
"31 January 2023, 2:19 PM",166543,Course viewed,The user with id '166543' viewed the section number '5' of the course with id '39000'.,5
"31 January 2023, 2:19 PM",166543,Course viewed,The user with id '166543' viewed the section number '6' of the course with id '39000'.,6
"31 January 2023, 2:19 PM",166543,Course viewed,The user with id '166543' viewed the section number '8' of the course with id '39000'.,8
"31 January 2023, 2:18 PM",166543,Course viewed,The user with id '166543' viewed the section number '35' of the course with id '39000'.,35
"31 January 2023, 2:18 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:18 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:17 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:17 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:16 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:16 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:15 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:14 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:14 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:13 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:13 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:12 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:12 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:11 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:11 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:10 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:10 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:09 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 2:09 PM",166543,Course viewed,The user with id '166543' viewed the section number '35' of the course with id '39000'.,35
"31 January 2023, 2:01 PM",143323,Course viewed,The user with id '143323' viewed the section number '31' of the course with id '39000'.,31
"31 January 2023, 2:01 PM",143323,Course viewed,The user with id '143323' viewed the section number '31' of the course with id '39000'.,31
"31 January 2023, 2:01 PM",143323,Course viewed,The user with id '143323' viewed the course with id '39000'.,
"31 January 2023, 2:01 PM",143323,Course viewed,The user with id '143323' viewed the section number '31' of the course with id '39000'.,31
"31 January 2023, 2:01 PM",143323,Course viewed,The user with id '143323' viewed the section number '31' of the course with id '39000'.,31
"31 January 2023, 2:01 PM",143323,Course viewed,The user with id '143323' viewed the course with id '39000'.,
"31 January 2023, 1:50 PM",166543,Course viewed,The user with id '166543' viewed the section number '35' of the course with id '39000'.,35
"31 January 2023, 1:50 PM",166543,Course viewed,The user with id '166543' viewed the section number '35' of the course with id '39000'.,35
"31 January 2023, 1:50 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 1:49 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 1:48 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 1:45 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 1:38 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 1:36 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 1:29 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 1:24 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 1:20 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 1:07 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 12:59 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 12:58 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 12:52 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 12:45 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 12:25 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 12:25 PM",166543,Course viewed,The user with id '166543' viewed the section number '35' of the course with id '39000'.,35
"31 January 2023, 12:19 PM",166543,Course viewed,The user with id '166543' viewed the section number '35' of the course with id '39000'.,35
"31 January 2023, 12:19 PM",166543,Course viewed,The user with id '166543' viewed the section number '35' of the course with id '39000'.,35
"31 January 2023, 12:19 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 12:02 PM",166543,Course viewed,The user with id '166543' viewed the section number '35' of the course with id '39000'.,35
"31 January 2023, 12:02 PM",166543,Course viewed,The user with id '166543' viewed the section number '35' of the course with id '39000'.,35
"31 January 2023, 12:02 PM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 11:07 AM",143323,Course viewed,The user with id '143323' viewed the section number '31' of the course with id '39000'.,31
"31 January 2023, 11:07 AM",143323,Course viewed,The user with id '143323' viewed the section number '30' of the course with id '39000'.,30
"31 January 2023, 11:07 AM",143323,Course viewed,The user with id '143323' viewed the section number '29' of the course with id '39000'.,29
"31 January 2023, 10:40 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:38 AM",143323,Course viewed,The user with id '143323' viewed the section number '28' of the course with id '39000'.,28
"31 January 2023, 10:38 AM",143323,Course viewed,The user with id '143323' viewed the section number '23' of the course with id '39000'.,23
"31 January 2023, 10:38 AM",143323,Course viewed,The user with id '143323' viewed the section number '23' of the course with id '39000'.,23
"31 January 2023, 10:38 AM",143323,Course viewed,The user with id '143323' viewed the course with id '39000'.,
"31 January 2023, 10:38 AM",143323,Course module viewed,The user with id '143323' viewed the 'quiz' activity with course module id '2831896'.,
"31 January 2023, 10:38 AM",143323,Course viewed,The user with id '143323' viewed the section number '23' of the course with id '39000'.,23
"31 January 2023, 10:37 AM",143323,Course viewed,The user with id '143323' viewed the section number '22' of the course with id '39000'.,22
"31 January 2023, 10:37 AM",143323,Course viewed,The user with id '143323' viewed the section number '21' of the course with id '39000'.,21
"31 January 2023, 10:37 AM",143323,Course viewed,The user with id '143323' viewed the section number '18' of the course with id '39000'.,18
"31 January 2023, 10:37 AM",143323,Course viewed,The user with id '143323' viewed the section number '16' of the course with id '39000'.,16
"31 January 2023, 10:36 AM",143323,Course viewed,The user with id '143323' viewed the section number '15' of the course with id '39000'.,15
"31 January 2023, 10:36 AM",143323,Course viewed,The user with id '143323' viewed the section number '14' of the course with id '39000'.,14
"31 January 2023, 10:35 AM",143323,Course viewed,The user with id '143323' viewed the section number '13' of the course with id '39000'.,13
"31 January 2023, 10:35 AM",143323,Course viewed,The user with id '143323' viewed the section number '12' of the course with id '39000'.,12
"31 January 2023, 10:35 AM",143323,Course viewed,The user with id '143323' viewed the section number '11' of the course with id '39000'.,11
"31 January 2023, 10:35 AM",143323,Course viewed,The user with id '143323' viewed the section number '3' of the course with id '39000'.,3
"31 January 2023, 10:35 AM",143323,Course viewed,The user with id '143323' viewed the section number '3' of the course with id '39000'.,3
"31 January 2023, 10:35 AM",143323,Course viewed,The user with id '143323' viewed the course with id '39000'.,
"31 January 2023, 10:35 AM", 143323 has,Quiz attempt viewed,The user with id '143323' has viewed page '1' of the attempt with id '2978316' belonging to the user with id '143323' for the quiz with course module id '2754190'.,
"31 January 2023, 10:35 AM",#VALUE!,Quiz attempt preview started,The user with id '143323' has had their attempt with id '2978316' previewed by the user with id '143323' for the quiz with course module id '2754190'.,
"31 January 2023, 10:35 AM",143323,Course module viewed,The user with id '143323' viewed the 'quiz' activity with course module id '2754190'.,
"31 January 2023, 10:34 AM",143323,Course viewed,The user with id '143323' viewed the section number '3' of the course with id '39000'.,3
"31 January 2023, 10:34 AM",143323,Course viewed,The user with id '143323' viewed the section number '2' of the course with id '39000'.,2
"31 January 2023, 10:34 AM",143323,Course viewed,The user with id '143323' viewed the section number '1' of the course with id '39000'.,1
"31 January 2023, 10:34 AM",143323,Course viewed,The user with id '143323' viewed the section number '1' of the course with id '39000'.,1
"31 January 2023, 10:34 AM",143323,Course viewed,The user with id '143323' viewed the course with id '39000'.,
"31 January 2023, 10:34 AM",143323,,,
"31 January 2023, 10:34 AM",143323,Course viewed,The user with id '143323' viewed the section number '1' of the course with id '39000'.,1
"31 January 2023, 10:34 AM",143323,Course viewed,The user with id '143323' viewed the section number '1' of the course with id '39000'.,1
"31 January 2023, 10:34 AM",143323,Course viewed,The user with id '143323' viewed the course with id '39000'.,
"31 January 2023, 10:33 AM",143323,Course module viewed,The user with id '143323' viewed the 'resource' activity with course module id '2754192'.,
"31 January 2023, 10:33 AM",143323,Course module viewed,The user with id '143323' viewed the 'resource' activity with course module id '2757435'.,
"31 January 2023, 10:33 AM",143323,Course viewed,The user with id '143323' viewed the section number '1' of the course with id '39000'.,1
"31 January 2023, 10:33 AM",143323,Course viewed,The user with id '143323' viewed the course with id '39000'.,
"31 January 2023, 10:33 AM",143323,Course module viewed,The user with id '143323' viewed the 'chat' activity with course module id '2836563'.,
"31 January 2023, 10:32 AM",143323,Course viewed,The user with id '143323' viewed the course with id '39000'.,
"31 January 2023, 10:32 AM",143323,Course module viewed,The user with id '143323' viewed the 'forum' activity with course module id '2832349'.,
"31 January 2023, 10:32 AM",143323,Course viewed,The user with id '143323' viewed the course with id '39000'.,
"31 January 2023, 10:16 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:14 AM",166543,Course viewed,The user with id '166543' viewed the section number '35' of the course with id '39000'.,35
"31 January 2023, 10:14 AM",166543,Course viewed,The user with id '166543' viewed the section number '31' of the course with id '39000'.,31
"31 January 2023, 10:14 AM",166543,Course viewed,The user with id '166543' viewed the section number '30' of the course with id '39000'.,30
"31 January 2023, 10:14 AM",166543,Course viewed,The user with id '166543' viewed the section number '24' of the course with id '39000'.,24
"31 January 2023, 10:14 AM",166543,Course viewed,The user with id '166543' viewed the section number '24' of the course with id '39000'.,24
"31 January 2023, 10:14 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:14 AM",166543,Course viewed,The user with id '166543' viewed the section number '24' of the course with id '39000'.,24
"31 January 2023, 10:14 AM",166543,Course viewed,The user with id '166543' viewed the section number '24' of the course with id '39000'.,24
"31 January 2023, 10:14 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:14 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:14 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:13 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:12 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:12 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:11 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:11 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:10 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:09 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:08 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:08 AM",166543,Course viewed,The user with id '166543' viewed the section number '24' of the course with id '39000'.,24
"31 January 2023, 10:08 AM",166543,Course viewed,The user with id '166543' viewed the section number '23' of the course with id '39000'.,23
"31 January 2023, 10:08 AM",166543,Course viewed,The user with id '166543' viewed the section number '22' of the course with id '39000'.,22
"31 January 2023, 10:08 AM",166543,Course viewed,The user with id '166543' viewed the section number '21' of the course with id '39000'.,21
"31 January 2023, 10:08 AM",166543,Course viewed,The user with id '166543' viewed the section number '18' of the course with id '39000'.,18
"31 January 2023, 10:08 AM",166543,Course viewed,The user with id '166543' viewed the section number '18' of the course with id '39000'.,18
"31 January 2023, 10:08 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:08 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:08 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:07 AM",166543,Course viewed,The user with id '166543' viewed the section number '18' of the course with id '39000'.,18
"31 January 2023, 10:07 AM",166543,Course viewed,The user with id '166543' viewed the section number '17' of the course with id '39000'.,17
"31 January 2023, 10:07 AM",166543,Course viewed,The user with id '166543' viewed the section number '16' of the course with id '39000'.,16
"31 January 2023, 10:07 AM",166543,Course viewed,The user with id '166543' viewed the section number '16' of the course with id '39000'.,16
"31 January 2023, 10:07 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:07 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:06 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:06 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:05 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:05 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:05 AM",166543,Course viewed,The user with id '166543' viewed the section number '16' of the course with id '39000'.,16
"31 January 2023, 10:04 AM",166543,Course viewed,The user with id '166543' viewed the section number '15' of the course with id '39000'.,15
"31 January 2023, 10:04 AM",166543,Course viewed,The user with id '166543' viewed the section number '8' of the course with id '39000'.,8
"31 January 2023, 10:04 AM",166543,Course viewed,The user with id '166543' viewed the section number '8' of the course with id '39000'.,8
"31 January 2023, 10:04 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:04 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:04 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:03 AM",166543,Course viewed,The user with id '166543' viewed the section number '8' of the course with id '39000'.,8
"31 January 2023, 10:03 AM",166543,Course viewed,The user with id '166543' viewed the section number '14' of the course with id '39000'.,14
"31 January 2023, 10:03 AM",166543,Course viewed,The user with id '166543' viewed the section number '13' of the course with id '39000'.,13
"31 January 2023, 10:03 AM",166543,Course viewed,The user with id '166543' viewed the section number '31' of the course with id '39000'.,31
"31 January 2023, 10:03 AM",166543,Course viewed,The user with id '166543' viewed the section number '31' of the course with id '39000'.,31
"31 January 2023, 10:03 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"31 January 2023, 10:03 AM",166543,Course viewed,The user with id '166543' viewed the section number '31' of the course with id '39000'.,31
"31 January 2023, 10:03 AM",166543,Course viewed,The user with id '166543' viewed the section number '31' of the course with id '39000'.,31
